,Content,Processed,Polarity,Subjectivity,Label
222,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.","['verizon', 'phone', 'work', 'well', 'together', 'good', 'reception', 'range', 'exceeds', 'feet', 'line', 'sight']",0.7,0.6000000000000001,Positive
223,#1 It Works - #2 It is Comfortable.,"['works', 'comfortable']",0.4,0.8,Positive
224,Battery charge-life is quite long.,"['battery', 'quite', 'long']",-0.05,0.4,Negative
225,The Jabra EarGels fit my ears very well.,"['jabra', 'eargels', 'fit', 'ears', 'well']",0.4,0.4,Positive
226,Product is exactly as described.,"['product', 'exactly', 'described']",0.25,0.25,Positive
227,Gets a signal when other Verizon phones won't.,"['gets', 'signal', 'verizon', 'phones']",0.0,0.0,Neutral
228,I would recommend it.,"['would', 'recommend']",0.0,0.0,Neutral
229,Plan on ordering from them again and again.,"['plan', 'ordering']",0.0,0.0,Neutral
230,"That being said, for a phone, the camera is very nice many cool effects to play with, and video is decent as well.","['said', 'phone', 'camera', 'nice', 'many', 'cool', 'effects', 'play', 'video', 'decent', 'well']",0.40416666666666673,0.7041666666666666,Positive
231,I have been very satisfied with this cell phone from day one.,"['satisfied', 'cell', 'phone', 'day', 'one']",0.5,1.0,Positive
232,They keep getting better and better (this is my third one and I've had numerous Palms too).,"['keep', 'getting', 'good', 'good', 'third', 'one', 'numerous', 'palms']",0.35,0.42500000000000004,Positive
233,The shipping time was also very quick!,"['shipping', 'time', 'also', 'quick']",0.3333333333333333,0.5,Positive
234,Good case!.,"['good', 'case']",0.7,0.6000000000000001,Positive
235,Really good product.,"['really', 'good', 'product']",0.7,0.6000000000000001,Positive
236,It looks very nice.,"['looks', 'nice']",0.6,1.0,Positive
237,"This is an excellent tool, especially when paired with your phone's auto-answer.","['excellent', 'tool', 'especially', 'paired', 'phone']",0.5,1.0,Positive
238,I have read other's reviews here but I haven't had any problem with it.,"['read', 'reviews', 'problem']",0.0,0.0,Neutral
239,Comfortable in my hand.,"['comfortable', 'hand']",0.4,0.8,Positive
240,(It works!),['works'],0.0,0.0,Neutral
241,So far it has worked like a charm.,"['far', 'worked', 'like', 'charm']",0.1,1.0,Positive
242,"I have only had it for a few weeks, but so far, so good.","['weeks', 'far', 'good']",0.39999999999999997,0.8,Positive
243,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.","['case', 'best', 'part', 'download', 'pictures', 'laptop', 'using', 'even', 'send', 'pictures', 'laptop', 'phone']",1.0,0.3,Positive
244,Would recommend this item.,"['would', 'recommend', 'item']",0.0,0.0,Neutral
245,It's been my choice headset for years.Great sound good volume  good noise cancellation.,"['choice', 'headset', 'sound', 'good', 'volume', 'good', 'noise', 'cancellation']",0.6,0.5333333333333333,Positive
246,"Nice case, feels good in your hands.","['nice', 'case', 'feels', 'good', 'hands']",0.6499999999999999,0.8,Positive
247,"Just really good.. So far, probably the best BT headset I have ever had.","['really', 'far', 'probably', 'best', 'headset', 'ever']",0.55,0.65,Positive
248,Works fine.,"['works', 'fine']",0.4166666666666667,0.5,Positive
249,I received my headset in good time and was happy with it.,"['received', 'headset', 'good', 'time', 'happy']",0.75,0.8,Positive
250,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,"['pleased', 'see', 'could', 'replace', 'well', 'travled', 'swivel', 'holster', 'blackberry', 'flip']",0.5,1.0,Positive
251,My sister has one also and she loves it.,"['sister', 'one', 'also', 'loves']",0.0,0.0,Neutral
252,Good Quality.,"['good', 'quality']",0.7,0.6000000000000001,Positive
253,Excellent dual-purpose headset.,"['excellent', 'headset']",1.0,1.0,Positive
254,Excellent!.,['excellent'],1.0,1.0,Positive
255,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.","['seems', 'completely', 'secure', 'holding', 'belt', 'keeping', 'iphone', 'inside']",0.4,0.6,Positive
256,The only good thing was that it fits comfortably on small ears.,"['good', 'thing', 'fits', 'comfortably', 'small', 'ears']",0.22499999999999998,0.5,Positive
257,"I am pairing this with my iphone, and I could not be happier with it so far.","['pairing', 'iphone', 'could', 'happy', 'far']",0.45,1.0,Positive
258,Best headset ever!!!.,"['best', 'headset', 'ever']",1.0,0.3,Positive
259,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,"['say', 'plantronics', 'maintains', 'flawless', 'connection', 'cell', 'static', 'normal', 'use']",0.5499999999999999,0.85,Positive
260,"Fits comfortably, came with three sizes of earbud tips.","['fits', 'comfortably', 'came', 'three', 'sizes', 'earbud', 'tips']",0.4,0.8,Positive
262,It was quite comfortable in the ear.,"['quite', 'comfortable', 'ear']",0.4,0.8,Positive
264,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,"['pairing', 'two', 'devices', 'easy', 'barely', 'took', 'couple', 'minutes', 'started', 'making', 'calls', 'voice', 'dialing', 'feature']",0.24166666666666667,0.4666666666666667,Positive
265,The cutouts and buttons are placed perfectly.,"['cutouts', 'buttons', 'placed', 'perfectly']",1.0,1.0,Positive
266,I love being able to use one headset for both by land-line and cell.,"['love', 'able', 'use', 'one', 'headset', 'cell']",0.5,0.6125,Positive
267,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.","['despite', 'flaws', 'case', 'exceptional', 'quality', 'well', 'worth', 'additional', 'costs', 'owning', 'official', 'oem', 'product']",0.4833333333333333,0.55,Positive
268,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.","['hear', 'driving', 'car', 'usually', 'even', 'put', 'loud', 'setting']",-0.075,0.525,Negative
269,Seller shipped quickly and much cheaper than the competitors.,"['seller', 'shipped', 'quickly', 'much', 'cheap', 'competitors']",0.4,0.7,Positive
270,"Good show, Samsung.","['good', 'show', 'samsung']",0.7,0.6000000000000001,Positive
271,So I bought about 10 of these and saved alot of money.,"['bought', 'saved', 'alot', 'money']",0.0,0.0,Neutral
272,Leopard Print is wonderfully wild!.,"['leopard', 'print', 'wonderfully', 'wild']",0.1,0.4,Positive
273,Works for me.,['works'],0.0,0.0,Neutral
274,much better than the hard plastic cases.,"['much', 'good', 'hard', 'plastic', 'cases']",0.20416666666666664,0.5708333333333333,Positive
275,Happy so far!.,"['happy', 'far']",0.45,1.0,Positive
276,cool phone.,"['cool', 'phone']",0.35,0.65,Positive
277,Works good.,"['works', 'good']",0.7,0.6000000000000001,Positive
278,Motorola finally got the voice quality of a bluetooth headset right.,"['motorola', 'finally', 'got', 'voice', 'quality', 'bluetooth', 'headset', 'right']",0.14285714285714285,0.7678571428571428,Positive
279,"but it is great, i would really recommend it","['great', 'would', 'really', 'recommend']",0.5,0.475,Positive
280,"You get extra minutes so that you can carry out the call and not get cut off.""","['get', 'extra', 'minutes', 'carry', 'call', 'get', 'cut']",0.0,0.1,Neutral
281,The headset fulfills my requirements so I am happy with my purchase.,"['headset', 'fulfills', 'requirements', 'happy', 'purchase']",0.8,1.0,Positive
282,Logitech Bluetooth Headset is a 10!.,"['logitech', 'bluetooth', 'headset']",0.0,0.0,Neutral
283,"I like the fact that it rests lightly against your ear, rather than inside.","['like', 'fact', 'rests', 'lightly', 'ear', 'rather', 'inside']",0.4,0.7,Positive
284,A lot of websites have been rating this a very good phone and so do I.,"['lot', 'websites', 'rating', 'good', 'phone']",0.7,0.6000000000000001,Positive
285,I have tried these cables with my computer and my iPod and it works just fine.,"['tried', 'cables', 'computer', 'ipod', 'works', 'fine']",0.4166666666666667,0.5,Positive
286,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,"['easy', 'turn', 'car', 'volume', 'controls', 'quite', 'accessable']",0.43333333333333335,0.8333333333333334,Positive
287,I have had mine for about a year and this Christmas I bought some for the rest of the family.,"['mine', 'year', 'christmas', 'bought', 'rest', 'family']",0.0,0.0,Neutral
288,"Otherwise, easy to install and use, clear sound.","['otherwise', 'easy', 'install', 'use', 'clear', 'sound']",0.3111111111111111,0.5388888888888889,Positive
289,nice leather.,"['nice', 'leather']",0.6,1.0,Positive
290,It is a joy to use.,"['joy', 'use']",0.8,0.2,Positive
291,Very satisifed with that.,['satisifed'],0.0,0.0,Neutral
292,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,"['phone', 'get', 'bought', 'say', 'wow']",0.1,1.0,Positive
293,Just reading on the specs alone makes you say WOW.,"['reading', 'specs', 'alone', 'makes', 'say', 'wow']",0.1,1.0,Positive
294,Love it.. Great armband.,"['love', 'great', 'armband']",0.65,0.675,Positive
295,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,"['really', 'like', 'product', 'motorola', 'allot', 'clear', 'ear', 'piece', 'mic']",0.15000000000000002,0.29166666666666663,Positive
296,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,"['exchanged', 'sony', 'ericson', 'pretty', 'happy', 'decision']",0.525,1.0,Positive
297,I was very impressed with the price of the cases.,"['impressed', 'price', 'cases']",1.0,1.0,Positive
298,Also makes it easier to hold on to.,"['also', 'makes', 'easy', 'hold']",0.43333333333333335,0.8333333333333334,Positive
299,"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!","['use', 'product', 'motor', 'control', 'center', 'lot', 'high', 'voltage', 'humming', 'equipment', 'works', 'great']",0.2866666666666667,0.4633333333333333,Positive
300,It's pretty easy.,"['pretty', 'easy']",0.3416666666666667,0.9166666666666667,Positive
301,Beautiful styling though.,"['beautiful', 'styling', 'though']",0.85,1.0,Positive
302,Excellent product.,"['excellent', 'product']",1.0,1.0,Positive
303,It is the best charger I have seen on the market yet.,"['best', 'charger', 'seen', 'market', 'yet']",1.0,0.3,Positive
304,SWEETEST PHONE!!!,"['sweet', 'phone']",0.35,0.65,Positive
305,":-)Oh, the charger seems to work fine.","['charger', 'seems', 'work', 'fine']",0.4166666666666667,0.5,Positive
306,It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,"['fits', 'securely', 'ear', 'hook', 'even', 'need', 'used', 'sound', 'good', 'directed', 'ear', 'canal']",0.5,0.5333333333333333,Positive
307,Wow... Loved this place.,"['wow', 'loved', 'place']",0.39999999999999997,0.9,Positive
308,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,"['stopped', 'late', 'may', 'bank', 'holiday', 'rick', 'steve', 'recommendation', 'loved']",0.19999999999999998,0.7,Positive
309,The selection on the menu was great and so were the prices.,"['selection', 'menu', 'great', 'prices']",0.8,0.75,Positive
310,The fries were great too.,"['fries', 'great']",0.8,0.75,Positive
311,A great touch.,"['great', 'touch']",0.8,0.75,Positive
312,Service was very prompt.,"['service', 'prompt']",0.0,0.0,Neutral
313,"I tried the Cape Cod ravoli, chicken,with cranberry...mmmm!","['tried', 'cape', 'cod', 'ravoli', 'chicken', 'cranberry', 'mmmm']",-0.6,0.95,Negative
314,Highly recommended.,"['highly', 'recommended']",0.16,0.5399999999999999,Positive
315,"The food, amazing.","['food', 'amazing']",0.6000000000000001,0.9,Positive
316,Service is also cute.,"['service', 'also', 'cute']",0.5,1.0,Positive
317,I could care less... The interior is just beautiful.,"['could', 'care', 'less', 'interior', 'beautiful']",0.3416666666666667,0.5333333333333333,Positive
318,So they performed.,['performed'],0.0,0.0,Neutral
319,That's right....the red velvet cake.....ohhh this stuff is so good.,"['right', 'red', 'velvet', 'cake', 'stuff', 'good']",0.32857142857142857,0.37857142857142856,Positive
320,"This hole in the wall has great Mexican street tacos, and friendly staff.","['hole', 'wall', 'great', 'mexican', 'street', 'tacos', 'friendly', 'staff']",0.39166666666666666,0.4166666666666667,Positive
321,"Also there are combos like a burger, fries, and beer for 23 which is a decent deal.","['also', 'combos', 'like', 'burger', 'fries', 'beer', 'decent', 'deal']",0.16666666666666666,0.6666666666666666,Positive
322,I found this place by accident and I could not be happier.,"['found', 'place', 'accident', 'could', 'happy']",0.8,1.0,Positive
323,"Overall, I like this place a lot.","['overall', 'like', 'place', 'lot']",0.0,0.0,Neutral
324,The only redeeming quality of the restaurant was that it was very inexpensive.,"['redeeming', 'quality', 'restaurant', 'inexpensive']",0.5,0.5,Positive
325,Ample portions and good prices.,"['ample', 'portions', 'good', 'prices']",0.7,0.6000000000000001,Positive
326,My first visit to Hiro was a delight!,"['first', 'visit', 'hiro', 'delight']",0.25,0.3333333333333333,Positive
